A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,4,2,0,0,0,0,0,0,0,0,0,21,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,1,0,0,0,0,0,217,255,255,255,255,255,255,232,255,255,2,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,10,255,255,255,255,255,255,255,255,204,0,0,0,0,0,0,0,0,14,255,255,10,2,221,255,255,0,0,0,0,0,0,0,0,0,0,255,255,255,255,138,255,2,0,0,0,0,0,0,0,0,0,0,255,255,40,199,2,163,0,0,0,0,0,0,0,0,0,0,255,255,136,200,2,2,1,0,0,0,0,0,0,0,0,0,0,255,41,2,2,2,105,0,0,0,0,0,0,0,0,0,0,255,255,38,49,2,255,0,0,0,0,0,0,0,0,0,0,60,255,243,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,153,255,135,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,81,25,0,0,0,0,0,0,0,0,0,0,0,255,4,255,255,255,249,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,183,255,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,217,0,0,255,213,0,0,0,0,175,255,255,255,255,255,255,255,101,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,194,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,255,255,0,1,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,19,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,3,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,5,0,0,0,0,0,255,255,255,255,255,255,255,255,224,255,46,0,0,0,0,0,56,255,255,255,255,224,255,229,255,255,5,1,0,0,0,0,0,0,255,255,255,255,161,5,167,255,208,1,0,0,0,0,0,0,0,0,255,161,161,255,161,5,132,5,0,0,0,0,0,0,0,0,0,11,255,255,5,5,5,5,0,0,0,0,0,0,0,0,0,0,255,255,5,5,5,5,2,0,0,0,0,0,0,0,0,0,0,255,255,5,5,5,5,0,0,0,0,0,0,0,0,0,0,255,255,5,5,5,5,0,0,0,0,0,0,0,0,0,0,255,255,255,11,5,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,159,0,0,0,0,0,0,0,255,255,100,0,255,161,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,235,255,255,255,255,255,76,0,0,0,0,0,0,0,0,0,1,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,76,0,0,255,255,255,0,4,255,255,255,255,255,255,255,255,143,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,20,255,255,255,255,255,255,143,0,0,0,0,0,0,0,0,0,0,0,0,0,255,76,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,232,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,76,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,28,63,0,0,0,0,0,0,0,0,0,255,255,97,0,255,255,255,255,151,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,200,255,255,255,255,23,0,0,0,0,0,0,0,0,0,0,5,255,255,255,255,255,4,0,0,0,0,255,255,40,0,255,255,255,255,255,255,255,255,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,33,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,63,0,0,0,0,0,0,0,0,1,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,1,95,255,255,255,81,0,0,0,0,0,0,0,0,4,0,0,0,255,255,255,255,0,0,0,0,0,0,0,1,0,0,0,203,255,255,255,201,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,255,255,0,1,0,30,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,249,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,1,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,1,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,48,0,0,0,0,0,81,255,255,255,255,72,255,12,255,255,168,0,0,0,0,0,0,0,13,255,255,255,231,68,255,255,167,1,0,0,0,0,0,0,0,0,5,255,161,231,255,1,1,1,0,0,0,0,0,0,0,0,0,0,255,255,199,178,1,1,0,0,0,0,0,0,0,0,0,0,255,255,1,72,1,1,0,0,0,0,0,0,0,0,0,0,1,255,255,66,1,1,1,0,0,0,0,0,0,0,0,0,0,255,255,25,1,1,1,0,0,0,0,0,0,0,0,0,0,217,255,255,187,174,0
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,255,255,223,0,0,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,255,255,3,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,14,255,255,255,255,255,255,255,52,255,3,3,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,3,0,0,0,0,0,14,255,255,255,255,216,255,255,255,255,255,0,0,0,0,0,0,0,9,255,255,255,112,42,255,255,97,0,0,0,0,0,0,0,0,0,0,255,255,3,97,3,3,2,0,0,0,0,0,0,0,0,0,14,255,250,175,3,3,3,0,0,0,0,0,0,0,0,0,0,255,255,10,34,3,16,0,0,0,0,0,0,0,0,0,0,255,255,3,71,3,3,1,0,0,0,0,0,0,0,0,0,0,255,255,160,97,3,121,0,0,0,0,0,0,0,0,0,0,255,255,255,40,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,168,0,0,0,0,0,0,0,0,0,0,0,0,4,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,73,0,0,0,0,255,45,0,0,0,0,255,255,255,255,255,255,63,0,0,0,0,255,255,0,0,255,255,255,255,255,255,230,73,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,85,0,0,0,0,0,0,0,95,255,187,255,255,255,255,255,73,0,0,0,0,0,0,0,0,0,0,153,187,255,255,255,105,155,0,0,0,0,0,0,0,0,0,0,224,250,236,73,96,210,0,0,0,0,0,0,0,0,0,0,0,255,73,73,73,79,0,0,0,0,0,0,0,0,0,0,0,255,255,187,73,73,4,0,0,0,0,0,0,0,0,0,0,255,255,255,73,73,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,255,255,255,90,87,255,0,0,0,0,0,0,0,0,255,255,5,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,5,255,255,255,255,255,67,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,82,0,0,0,0,0,0,0,0,0,4,255,255,255,255,255,255,67,0,0,96,0,0,0,0,0,235,255,255,255,255,255,255,255,76,0,2,255,255,255,159,255,255,255,255,255,255,255,255,255,67,0,0,0,36,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,67,137,137,1,0,0,0,0,0,0,0,0,0,0,0,0,255,255,234,0,0,0,0,0,0,0,1,0,0,0,0,0,255,255,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,118,208,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,67,0,0,0,0,0,0,0,0,0,0,0,4,255,255,255,255,255,161,0,0,0,0,0,0,0,0,0,0,4,255,255,255,255,101,11,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,72,0,0,255,255,255,0,247,255,255,255,255,255,255,255,255,72,0,0,0,198,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,31,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,72,255,0,0,0,0,0,0,0,0,137,0,0,0,0,123,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,102,255,72,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,233
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,96,195,0,0,0,0,0,0,0,0,0,0,3,255,255,255,255,255,15,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,56,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,23,0,255,255,0,0,0,0,1,255,255,255,255,255,255,255,255,24,0,255,255,255,255,255,255,255,255,255,255,255,255,255,255,68,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,68,0,0,0,0,0,32,255,255,255,255,255,255,255,255,255,85,0,0,0,0,0,0,0,0,242,255,255,255,255,255,255,68,0,0,0,0,0,0,0,0,0,2,134,255,255,255,138,255,0,0,0,0,0,0,0,4,0,0,0,255,255,255,185,68,0,0,0,0,0,0,0,0,0,0,0,97,255,255,68,83,0,0,0,0,0,0,0,0,0,0,0,255,232,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,68
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,255,255,255,255,255,193,0,0,0,0,0,0,0,0,0,1,2,255,255,255,255,255,255,77,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,1,255,255,255,255,255,255,77,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,77,0,255,104,0,0,0,0,0,255,255,255,255,255,255,255,166,77,0,255,255,255,0,0,255,255,255,255,255,255,255,255,255,77,0,0,119,255,255,255,255,255,255,255,255,77,255,255,255,255,0,0,0,0,0,0,0,255,255,77,82,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,255,255,77,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,77,77,77,0,0,0,0,0,0,0,0,1,0,0,0,255,255,77,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,77,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,175,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,86,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,86,38,0,255,255,0,0,0,0,255,255,255,255,255,255,255,255,86,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,86,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,86,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,160,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,160,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,255,255,1,1,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,129,3,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,1,0,0,0,0,135,255,255,255,255,255,255,255,255,255,184,3,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,105,0,0,0,0,0,255,255,255,255,255,105,153,26,255,255,3,0,0,0,0,0,0,0,255,255,255,113,255,58,255,255,255,1,0,0,0,0,0,0,0,0,255,121,121,255,121,247,3,121,0,0,0,0,0,0,0,0,0,127,255,255,3,89,3,3,0,0,0,0,0,0,0,0,0,0,255,255,3,42,3,3,1,0,0,0,0,0,0,0,0,0,0,255,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,131,255,3,3,3,3,0,0,0,0,0,0,0,0,0,0,127,255,255,153,2,0
C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,164,228,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,6,0,0,0,0,0,0,0,0,0,0,0,3,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,5,255,255,255,255,255,58,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,66,0,0,255,255,255,255,255,255,255,255,255,255,255,255,249,119,0,0,0,254,231,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,234,0,0,0,0,0,0,0,0,0,0,0,0,0,255,68,255,0,0,0,0,0,0,0,0,0,0,0,0,0,202,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,1,0,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,137,255,255
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,255,255,231,4,0,4,0,0,0,0,0,0,0,255,255,255,255,255,95,255,255,255,255,4,0,0,0,0,255,255,255,255,255,255,255,255,255,184,255,75,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,192,4,0,0,0,0,255,255,255,255,255,255,255,255,255,192,255,4,0,0,0,0,202,255,255,255,255,255,255,192,255,255,255,4,0,0,0,0,0,0,12,255,255,255,4,255,255,255,255,255,0,0,0,0,0,0,0,0,10,255,255,255,255,4,255,4,0,0,0,0,0,0,0,0,0,0,255,255,59,35,4,4,4,0,0,0,0,0,0,0,0,0,12,255,35,176,4,4,4,0,0,0,0,0,0,0,0,0,0,255,255,4,4,4,4,0,0,0,0,0,0,0,0,0,0,255,255,161,4,4,4,0,0,0,0,0,0,0,0,0,0,0,255,255,255,4,0
A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,255,255,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,248,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,4,0,0,0,0,255,255,255,255,255,255,255,255,14,255,255,4,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,14,255,255,255,255,4,255,255,255,255,255,0,0,0,0,0,0,0,10,255,255,216,255,255,255,255,255,1,0,0,0,0,0,0,0,0,3,255,255,255,255,144,4,223,0,0,0,0,0,0,0,0,0,0,255,255,4,19,51,4,0,0,0,0,1,0,0,0,0,0,255,255,4,4,255,4,2,0,0,0,0,0,0,0,1,108,255,255,255,18,4,4,132,0,0,0,0,0,0,0,0,0,0,255,255,174,4,4,76,0,0,0,0,0,0,0,0,0,0,102,255,255,96,0,0
